metric_id,dataset,official_source_url,source_file,source_sheet,source_cell_row_1_based,source_cell_col_1_based,population,sex,jurisdiction,period,reference_period,experience_window,indicator,value_percent,rse_percent,reliability_flag,unit,notes
Table_9.3_r18_c4_Women_Queensland_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,18,4,Women aged 18 years and over,Women,Queensland,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner economic abuse since age 15,16.9,5.7,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r18_c5_Women_South_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,18,5,Women aged 18 years and over,Women,South Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner economic abuse since age 15,17.4,7.2,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r18_c6_Women_Western_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,18,6,Women aged 18 years and over,Women,Western Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner economic abuse since age 15,15.8,7.0,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r18_c7_Women_Tasmania_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,18,7,Women aged 18 years and over,Women,Tasmania,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner economic abuse since age 15,19.6,5.0,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r18_c8_Women_Northern_Territory_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,18,8,Women aged 18 years and over,Women,Northern Territory,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner economic abuse since age 15,17.0,10.0,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r18_c9_Women_Australian_Capital_Territory_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,18,9,Women aged 18 years and over,Women,Australian Capital Territory,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner economic abuse since age 15,14.8,8.7,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r18_c10_Women_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,18,10,Women aged 18 years and over,Women,Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner economic abuse since age 15,16.3,3.1,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r20_c2_Women_New_South_Wales_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,20,2,Women aged 18 years and over,Women,New South Wales,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Sexual harassment since age 15,50.3,2.8,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r20_c3_Women_Victoria_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,20,3,Women aged 18 years and over,Women,Victoria,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Sexual harassment since age 15,55.6,2.3,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r20_c4_Women_Queensland_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,20,4,Women aged 18 years and over,Women,Queensland,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Sexual harassment since age 15,52.3,2.0,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r20_c5_Women_South_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,20,5,Women aged 18 years and over,Women,South Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Sexual harassment since age 15,54.4,2.8,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r20_c6_Women_Western_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,20,6,Women aged 18 years and over,Women,Western Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Sexual harassment since age 15,52.4,2.4,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r20_c7_Women_Tasmania_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,20,7,Women aged 18 years and over,Women,Tasmania,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Sexual harassment since age 15,56.8,2.2,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r20_c8_Women_Northern_Territory_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,20,8,Women aged 18 years and over,Women,Northern Territory,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Sexual harassment since age 15,58.7,2.5,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r20_c9_Women_Australian_Capital_Territory_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,20,9,Women aged 18 years and over,Women,Australian Capital Territory,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Sexual harassment since age 15,58.9,2.1,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r20_c10_Women_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,20,10,Women aged 18 years and over,Women,Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Sexual harassment since age 15,52.9,1.4,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r22_c2_Women_New_South_Wales_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,22,2,Women aged 18 years and over,Women,New South Wales,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Stalking since age 15,20.1,7.0,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r22_c3_Women_Victoria_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,22,3,Women aged 18 years and over,Women,Victoria,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Stalking since age 15,20.2,5.3,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r22_c4_Women_Queensland_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,22,4,Women aged 18 years and over,Women,Queensland,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Stalking since age 15,19.9,6.2,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r22_c5_Women_South_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,22,5,Women aged 18 years and over,Women,South Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Stalking since age 15,21.1,6.3,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r22_c6_Women_Western_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,22,6,Women aged 18 years and over,Women,Western Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Stalking since age 15,20.0,6.3,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r22_c7_Women_Tasmania_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,22,7,Women aged 18 years and over,Women,Tasmania,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Stalking since age 15,21.1,5.7,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r22_c8_Women_Northern_Territory_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,22,8,Women aged 18 years and over,Women,Northern Territory,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Stalking since age 15,19.1,9.6,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r22_c9_Women_Australian_Capital_Territory_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,22,9,Women aged 18 years and over,Women,Australian Capital Territory,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Stalking since age 15,20.9,7.9,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r22_c10_Women_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,22,10,Women aged 18 years and over,Women,Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Stalking since age 15,20.3,3.0,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
